payload_id,site,endpoint,side,best_fit_version,valid,n_issues,n_errors,n_warnings
p000721,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000722,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000723,self.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
p000724,self.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
p000725,self.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
p000726,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000727,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000728,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000729,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000730,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000731,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000732,socialblade.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000733,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000734,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
p000735,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
p000736,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000737,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000738,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000739,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000740,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000741,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000742,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000743,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000744,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000745,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000746,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000747,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000748,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000749,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000750,salon.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,0,0,0
p000751,self.com,c2shb.pubgw.yahoo.com,response,2.6-202606,True,1,0,1
