spec,section,object,field,type_spec,required,recommended,has_default,enum_inline,registry_ref
2.6-202606,3.2.33 - Object: Refresh,Refresh,count,integer; recommended,0,1,0,0,0
2.6-202606,3.2.33 - Object: Refresh,Refresh,ext,object,0,0,0,0,0
2.6-202606,3.2.34 - Object: RefSettings,RefSettings,reftype,integer; default 0; recommended,0,1,1,0,0
2.6-202606,3.2.34 - Object: RefSettings,RefSettings,minint,integer; recommended,0,1,0,0,0
2.6-202606,3.2.34 - Object: RefSettings,RefSettings,ext,object,0,0,0,0,0
2.6-202606,3.2.35 - Object: DurFloors,DurFloors,mindur,integer,0,0,0,0,0
2.6-202606,3.2.35 - Object: DurFloors,DurFloors,maxdur,integer,0,0,0,0,0
2.6-202606,3.2.35 - Object: DurFloors,DurFloors,bidfloor,float; default 0,0,0,1,0,0
2.6-202606,3.2.35 - Object: DurFloors,DurFloors,ext,object,0,0,0,0,0
2.6-202606,4.1 - Object Model,,BidResponse,4.2.1,0,0,0,0,0
2.6-202606,4.1 - Object Model,,SeatBid,4.2.2,0,0,0,0,0
2.6-202606,4.1 - Object Model,,Bid,4.2.3,0,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,id,string; required,1,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,seatbid,object array,0,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,bidid,string,0,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,cur,"string; default ""USD""",0,0,1,0,1
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,customdata,string,0,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,nbr,integer,0,0,0,0,0
2.6-202606,4.2.1 - Object: BidResponse,BidResponse,ext,object,0,0,0,0,0
2.6-202606,4.2.2 - Object: SeatBid,SeatBid,bid,object array; required,1,0,0,0,0
2.6-202606,4.2.2 - Object: SeatBid,SeatBid,seat,string,0,0,0,0,0
2.6-202606,4.2.2 - Object: SeatBid,SeatBid,group,integer; default 0,0,0,1,1,0
2.6-202606,4.2.2 - Object: SeatBid,SeatBid,ext,object,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,id,string; required,1,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,impid,string; required,1,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,price,float; required,1,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,nurl,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,burl,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,lurl,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,adm,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,adid,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,adomain,string array,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,bundle,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,iurl,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,cid,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,crid,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,tactic,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,cattax,integer; default 1,0,0,1,0,1
2.6-202606,4.2.3 - Object: Bid,Bid,cat,string array,0,0,0,0,1
2.6-202606,4.2.3 - Object: Bid,Bid,attr,integer array,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,apis,integer array,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,api,integer; DEPRECATED,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,protocol,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,qagmediarating,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,language,string,0,0,0,0,1
2.6-202606,4.2.3 - Object: Bid,Bid,langb,string,0,0,0,0,1
2.6-202606,4.2.3 - Object: Bid,Bid,dealid,string,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,w,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,h,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,wratio,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,hratio,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,exp,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,dur,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,mtype,integer,0,0,0,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,slotinpod,integer; default 0,0,0,1,0,0
2.6-202606,4.2.3 - Object: Bid,Bid,ext,object,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,Bid Price,${AUCTION_PRICE},0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$1.00,$1.00,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$0.90,Empty string,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$0.80,Empty string,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,Invalid,n/a,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,Bid Price,${AUCTION_PRICE},0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$1.00,$0.91,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$0.90,Empty string,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,$0.80,Empty string,0,0,0,0,0
2.6-202606,4.4.1 - Notes on the macro ${AUCTION_MIN_TO_WIN},,Invalid,n/a,0,0,0,0,0
3.0,Object:  Openrtb,Openrtb,ver,string,0,0,0,0,0
3.0,Object:  Openrtb,Openrtb,domainspec,string; default “adcom”,0,0,1,0,0
3.0,Object:  Openrtb,Openrtb,domainver,string; required,1,0,0,0,0
3.0,Object:  Openrtb,Openrtb,request,object; required,1,0,0,0,0
3.0,Object:  Openrtb,Openrtb,response,object; required,1,0,0,0,0
3.0,Object:  Request,Request,id,string; required,1,0,0,0,0
3.0,Object:  Request,Request,test,integer; default 0,0,0,1,1,0
3.0,Object:  Request,Request,tmax,integer,0,0,0,0,0
3.0,Object:  Request,Request,at,integer; default 2,0,0,1,1,0
3.0,Object:  Request,Request,cur,string array; default [“USD”],0,0,1,0,1
3.0,Object:  Request,Request,seat,string array,0,0,0,0,0
3.0,Object:  Request,Request,wseat,integer; default 1,0,0,1,1,0
3.0,Object:  Request,Request,cdata,string,0,0,0,0,0
3.0,Object:  Request,Request,source,object,0,0,0,0,0
3.0,Object:  Request,Request,item,object array; required,1,0,0,0,0
3.0,Object:  Request,Request,package,integer,0,0,0,1,0
3.0,Object:  Request,Request,context,object; recommended,0,1,0,0,0
3.0,Object:  Request,Request,ext,object,0,0,0,0,0
3.0,Object:  Source,Source,tid,string; recommended,0,1,0,0,0
3.0,Object:  Source,Source,ts,integer; recommended,0,1,0,0,0
3.0,Object:  Source,Source,ds,string; recommended,0,1,0,0,0
3.0,Object:  Source,Source,dsmap,string,0,0,0,0,0
3.0,Object:  Source,Source,cert,string; recommended,0,1,0,0,0
3.0,Object:  Source,Source,digest,string,0,0,0,0,0
3.0,Object:  Source,Source,schain,object; recommended,0,1,0,0,0
3.0,Object:  Source,Source,pchain,string,0,0,0,0,0
3.0,Object:  Source,Source,ext,object,0,0,0,0,0
3.0,Object:  Item,Item,id,string; required,1,0,0,0,0
3.0,Object:  Item,Item,qty,integer; default 1,0,0,1,0,0
3.0,Object:  Item,Item,qtyflt,float,0,0,0,0,0
3.0,Object:  Item,Item,seq,integer,0,0,0,0,0
3.0,Object:  Item,Item,flr,float,0,0,0,0,0
3.0,Object:  Item,Item,flrcur,string; default “USD”,0,0,1,0,1
3.0,Object:  Item,Item,exp,integer,0,0,0,0,0
3.0,Object:  Item,Item,dt,integer,0,0,0,0,0
3.0,Object:  Item,Item,dlvy,integer; default 0,0,0,1,1,0
3.0,Object:  Item,Item,metric,object array,0,0,0,0,0
3.0,Object:  Item,Item,deal,object array,0,0,0,0,0
3.0,Object:  Item,Item,private,integer; default 0,0,0,1,1,0
3.0,Object:  Item,Item,spec,object; required,1,0,0,0,0
3.0,Object:  Item,Item,ext,object,0,0,0,0,0
3.0,Object:  Deal,Deal,id,string; required,1,0,0,0,0
3.0,Object:  Deal,Deal,flr,float,0,0,0,0,0
3.0,Object:  Deal,Deal,flrcur,"string; default ""USD""",0,0,1,0,1
3.0,Object:  Deal,Deal,at,integer,0,0,0,1,0
3.0,Object:  Deal,Deal,wseat,string array,0,0,0,0,0
3.0,Object:  Deal,Deal,wadomain,string array,0,0,0,0,0
3.0,Object:  Deal,Deal,ext,object,0,0,0,0,0
3.0,Object:  Metric,Metric,type,string; required,1,0,0,0,0
3.0,Object:  Metric,Metric,vendor,string; recommended,0,1,0,0,0
3.0,Object:  Metric,Metric,ext,object,0,0,0,0,0
3.0,Object:  Response,Response,id,string; required,1,0,0,0,0
3.0,Object:  Response,Response,bidid,string,0,0,0,0,0
3.0,Object:  Response,Response,nbr,integer,0,0,0,0,0
3.0,Object:  Response,Response,cur,string; default “USD”,0,0,1,0,1
3.0,Object:  Response,Response,cdata,string,0,0,0,0,0
3.0,Object:  Response,Response,seatbid,object array,0,0,0,0,0
3.0,Object:  Response,Response,ext,object,0,0,0,0,0
3.0,Object:  Seatbid,Seatbid,seat,"string, recommended",0,1,0,0,0
3.0,Object:  Seatbid,Seatbid,package,integer; default 0,0,0,1,1,0
3.0,Object:  Seatbid,Seatbid,bid,object array; required,1,0,0,0,0
3.0,Object:  Seatbid,Seatbid,ext,object,0,0,0,0,0
3.0,Object:  Bid,Bid,id,string; recommended,0,1,0,0,0
3.0,Object:  Bid,Bid,item,string; required,1,0,0,0,0
3.0,Object:  Bid,Bid,price,float; required,1,0,0,0,0
3.0,Object:  Bid,Bid,deal,string,0,0,0,0,0
3.0,Object:  Bid,Bid,cid,string,0,0,0,0,0
3.0,Object:  Bid,Bid,tactic,string,0,0,0,0,0
3.0,Object:  Bid,Bid,purl,string,0,0,0,0,0
3.0,Object:  Bid,Bid,burl,string; recommended,0,1,0,0,0
3.0,Object:  Bid,Bid,lurl,string,0,0,0,0,0
3.0,Object:  Bid,Bid,exp,integer,0,0,0,0,0
3.0,Object:  Bid,Bid,mid,string,0,0,0,0,0
3.0,Object:  Bid,Bid,macro,object array,0,0,0,0,0
3.0,Object:  Bid,Bid,media,object,0,0,0,0,0
3.0,Object:  Bid,Bid,ext,object,0,0,0,0,0
3.0,Object:  Macro,Macro,key,string; required,1,0,0,0,0
3.0,Object:  Macro,Macro,ext,object,0,0,0,0,0
3.0,Appendix B:  Change Log,,Version,Release,0,0,0,0,0
3.0,Appendix B:  Change Log,,3.0,June 2020,0,0,0,0,0
3.0,Appendix B:  Change Log,,3.0,February 2020,0,0,0,0,0
3.0,Appendix B:  Change Log,,3.0,November 2019,0,0,0,0,0
3.0,Appendix B:  Change Log,,3.0,November 2018,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.5,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.4,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.3,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.2,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.1,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,2.0,N/A,0,0,0,0,0
3.0,Appendix B:  Change Log,,1.0,N/A,0,0,0,0,0
